Voyage_ID,Vessel_name,Voyage_itinerary_place,Voyage_itinerary_purchase,Voyage_itinerary_disembarkation,Year_of_arrival,Slaves_arrived_at_1st_port,Captains_name
42013,Antonia,,"Africa., port unspecified",Matanzas,1817,,"GonzÃ¡lez, Felipe"
42014,Atrevida,,"Africa., port unspecified",Santiago de Cuba,1811,,"AleÃ±a, Francisco"
42015,Atrevido,Havana,"Africa., port unspecified",Havana,1814,,"Zapata, CristÃ³bal"
42016,Aurora Habanera,Havana,"Africa., port unspecified",Trinidad de Cuba,1817,,"MarÃ­a, Juan Manuel<br/> Soler, CristÃ³bal"
42017,Aventurero,Havana,"Africa., port unspecified",Havana,1815,43,"Pasaman, Juan"
42018,BelÃ©n,,"Africa., port unspecified",Santiago de Cuba,1811,,"Moreno, JoaquÃ­n"
42020,Brillante,Havana,"Africa., port unspecified",Havana,1817,,"Gil, Francisco"
42021,Concha,,"Africa., port unspecified",Santiago de Cuba,1814,,"ValdÃ©s, Melchor"
42022,Buena Fortuna,Havana,"Africa., port unspecified",Havana,1817,,"Mora, Manuel de"
42023,Carmen,Havana,"Africa., port unspecified",,1809,,"Moreno, JoaquÃ­n"
42024,Nuestra SeÃ±ora del Carmen,Havana,"Africa., port unspecified",Havana,1815,103,"Leyran, JosÃ©"
42025,Casualidad,Havana,"Africa., port unspecified",,1812,,"Cabieses, JosÃ©"
42026,Casualidad,,"Africa., port unspecified",Santiago de Cuba,1809,,"Gavarzo, Juan"
42027, ,Havana,"Africa., port unspecified","Cuba, port unspecified",1812,,"RodrÃ­guez, GerÃ³nimo"
42028,Cometa,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1817,,"Cabrera, JosÃ© MarÃ­a"
42029,Criollo,Havana,"Africa., port unspecified",Santiago de Cuba,1817,,"Duro, JosÃ©"
42031,DesengaÃ±o,Havana,"Africa., port unspecified",Havana,1812,,"Rapalo, Bernardo"
42032,Diamante,Havana,"Africa., port unspecified",,1816,,"Soler, CristÃ³bal"
42033,Dichosa,Trinidad de Cuba,"Africa., port unspecified",Trinidad de Cuba,1817,,"RodrÃ­guez, Onorato"
42035,Dolphin,,"Africa., port unspecified",Matanzas,1812,,"Long, Robert"
42036,Dos Amigos,Havana,"Africa., port unspecified",Havana,1812,,"Amadas, RamÃ³n"
42037,EconomÃ­a,Havana,"Africa., port unspecified",Havana,1817,,"Mestre, BartolomÃ©"
42038,Elena,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1811,,"Luna, Gumersindo"
42039,Eugenia,Havana,"Africa., port unspecified",Havana,1817,,"Langlois, Vicente"
42040,Fama,Havana,"Africa., port unspecified",,1809,,"Rosi, Juan Antonio"
42041,Fama Africana,Havana,"Africa., port unspecified",Havana,1817,427,"Cabezas, NicolÃ¡s"
42042,Favorita,Santiago de Cuba,"Africa., port unspecified",,1816,,"Estape, Francisco"
42044, ,,"Africa., port unspecified",Santiago de Cuba,1816,,"PÃ©rez, Antonio"
42045,Francisca,Havana,Rio Pongo,Havana,1814,,"Zorrilla, Joaquin"
42046,Francisca,Havana,"Africa., port unspecified",,1817,,"Barrier, Julian"
42047,Gabriel,Havana,"Africa., port unspecified",,1817,,"Velasutegui, Juan"
42048,Feliz,Havana,"Africa., port unspecified",,1816,,"OÃ±ate, TomÃ¡s"
42049,Golondrina,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1811,,"Giraudi, Francisco"
42050,Francisca,Havana,"Africa., port unspecified",,1814,,"Zorrilla, Joaquin"
42051,Golondrina,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1817,,"Silva, Joaquin Francisco"
42052,General Apodaca (a) La Preciosa,"Cuba, port unspecified","Africa., port unspecified",,1815,,"Gurriaga, Francisco"
42053,Francisca,Havana,"Africa., port unspecified",,1816,,"Vasquez, Antonio"
42054,Galga,Havana,"Africa., port unspecified",,1816,,"Estape, Francisco"
42055,Golondrina,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1811,,"Giraudi, Francisco"
42056,Golondrina,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1815,,"Cassals, Domingo"
42057,Habana,Santiago de Cuba,,,1813,,"Estacholi, Domingo"
42058,Hermosa Rita,,"Africa., port unspecified",Santiago de Cuba,1816,,"Prendes, Manuel"
42059,Isabel,Matanzas,"Africa., port unspecified",,1817,,"Burk, Baltazar"
42060,Isabela,Havana,"Africa., port unspecified",Havana,1814,,"Ferrer, Carlos"
42061,Jerusalem,Havana,"Africa., port unspecified",,1815,,"Lorent, Jose"
42062,Jesus Maria y Jose,,"Africa., port unspecified",Santiago de Cuba,1817,,"Pintado, Jose Maria"
42063,Junta de Sevilla,Havana,"Africa., port unspecified",Havana,1815,,"Larri, Carlos"
42064,Laura,Havana,"Africa., port unspecified",Havana,1813,,"NuÃ±ez, Miguel<br/> Llosa, Antonio"
42065,Lerida,Havana,"Africa., port unspecified",,1810,,"Reyes, Manuel"
42066,Maria Josefa,Havana,"Africa., port unspecified",Havana,1813,,"Uquet, Sebastian"
42067,Maria Josefa,Havana,"Africa., port unspecified",Havana,1814,,"Uquet, Sebastian"
42068,Maria Francisca (a) Nuestra SeÃ±ora del Pilar,,"Africa., port unspecified",Santiago de Cuba,1810,,"Real, Diego"
42069,Mariana,Havana,"Africa., port unspecified",,1813,,"Rodriguez, GerÃ³nimo"
42070,Medusa,Havana,"Africa., port unspecified",Havana,1817,,"Sandrino, Juan"
42071,Merced,Havana,"Africa., port unspecified",,1816,,"Gurriaga, Francisco"
42072,NS de la Almudena,Santiago de Cuba,"Africa., port unspecified",,1817,,"Roder, Francisco"
42073,NS de la Caridad,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1816,,"Morales, Juan"
42074,NS de la Caridad,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1815,,"Cardona, Pedro Antonio"
42075,NS de la Caridad,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1817,,"Morales, Juan"
42076,NS de la Caridad,,"Africa., port unspecified",,1817,,"Morales, Juan"
42077,NS de las Mercedes,,"Africa., port unspecified",Santiago de Cuba,1817,,"Selma, Jose"
42078,NS de los Dolores (a) Casilda,Trinidad de Cuba,"Africa., port unspecified",Trinidad de Cuba,1811,,"Fuentes, Francisco"
42079,NS del Carmen (a) La PanameÃ±a,Trinidad de Cuba,"Africa., port unspecified",Trinidad de Cuba,1817,,"Arteche, Jose"
42080,Mercurio,Santiago de Cuba,"Africa., port unspecified",,1809,,"Montes de Oca, Diego"
42081,Minerva,Havana,"Africa., port unspecified",,1810,,"GomÃ©s, Francisco Vicente"
42082,Nueva Amable,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1815,,"Giraudi, Francisco"
42083,Nueva Habanera,Havana,"Africa., port unspecified",,1816,,"Abreu, Jose"
42084,Nueva Pastora,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1817,,"Garcia, Agustin"
42085,Orestes,Havana,"Africa., port unspecified",Havana,1817,,"Hita, Francisco"
42086,Panchita,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1816,,"Sora, Onofre"
42087,Panchita Habanera,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1815,,"Sora, Onofre"
42088,Panchita,Havana,"Africa., port unspecified",Santiago de Cuba,1817,,"Carbo, Mariano"
42089,Pastora,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1810,,"Alfaro, Jose Francisco"
42090,Pastora,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1810,,"Alfaro, Jose Francisco"
42091,Pastora,,"Africa., port unspecified",Havana,1814,,"Baradat, Andres"
42092,Perla (a) Diamante,Havana,"Africa., port unspecified",Santiago de Cuba,1816,,"Rodriguez, Geronimo"
42093,Pez Volador,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1809,,"Giraudi, Francisco"
42094,Petronila,Havana,Calabar,"Americas, port unspecified",1816,,"Moyano, Jose"
42095,Peter (a) Pitter,,"Africa., port unspecified",Matanzas,1808,,Maden
42096,Rayo,Santiago de Cuba,"Africa., port unspecified",,1817,,"Vallejos, Juan Francisco"
42097,Resolucion,Trinidad de Cuba,"Africa., port unspecified","Cuba, port unspecified",1812,,Brunet
42098,Restauradora,Havana,"Africa., port unspecified",,1814,,"Caso Valdes, Santiago"
42099,Restauradora,Havana,"Africa., port unspecified",Santiago de Cuba,1815,,"Prendes, Manuel"
42100,Resurreccion,,"Africa., port unspecified",,1814,,"Garcia, Jose Agustin"
42101,Resurreccion,Havana,"Africa., port unspecified",Havana,1815,,"Arteche, Jose"
42102,Resurreccion,Havana,"Africa., port unspecified",,1815,,"Montenegro, Miguel"
42103,Rosa,Havana,"Africa., port unspecified",,1811,,"Dominguez, Juan"
42104,Rosalia (a) la Veloz,Santiago de Cuba,"Africa., port unspecified",,1817,,
42105,Rosalia,,"Africa., port unspecified",Santiago de Cuba,1817,,"Flebes, Manuel"
42107,Rosalia,Havana,"Africa., port unspecified",,1816,,"Riso, Pedro"
42108,Rosalia,,"Africa., port unspecified",Matanzas,1817,,"Carrera, Juan"
42109,Rosalia,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1816,,"Etape, Francisco"
42110,San Antonio de Padua,Havana,"Africa., port unspecified",,1809,,"Maquinons, Juan"
42111,San Cayetano (a) La Galga,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1816,,"Vallejas, Francisco"
42112,San Jose,Havana,"Africa., port unspecified",Havana,1813,,"Villas y Aprisa, Juan"
42113,Santa Rosa,,"Africa., port unspecified",Matanzas,1811,,"Treferinos, Ramon"
42114,Santa Isabel,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1817,,"Cepeda, Jose"
42115,Santiago,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1816,,"Mollan, Jose"
42116,Santiago,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1817,,"Bone, Juan Santiago"
42117,Santiago,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1809,,"Farres, Pablo<br/> Revilla, Jose"
42118,Segunda Josefa,Havana,"Africa., port unspecified",,1816,,"Martinez, Gregorio"
42119,Segunda Restauracion,Havana,"Africa., port unspecified",,1814,,"Aizpurua, Juan"
42120,Solicito,Havana,"Africa., port unspecified",Baracoa,1815,,"Ferrer, Carlos"
42121,Santa Eulalia,,"Africa., port unspecified",Santiago de Cuba,1817,,"Vidal, Melchor"
42122,Santa Gertrudis,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1817,,"Vallejos, Juan Francisco"
42123,Vecua,,"Africa., port unspecified",Matanzas,1818,,
42124,Veloz,,"Africa., port unspecified",Santiago de Cuba,1815,,"Rodriguez, Sebastian"
42125,Volador,Havana,"Africa., port unspecified",Havana,1812,,"Fernandez, Andres"
42126,Maria Josefa,Havana,"Africa., port unspecified",Havana,1813,,"Junquera, Nicolas"
42127,Maria,,"Africa., port unspecified",Trinidad de Cuba,1812,,"Fernandez, Antonio"
42128,Luisa,Havana,"Africa., port unspecified",,1813,,"Ballido de Luna, Gumersindo"
42129,Liebre,Havana,"Africa., port unspecified",,1817,,"Ayuda, Prudencio"
42130,San Cayetano (a) La Galga,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1817,,"Rapalo, Bernardo<br/> Vallejos, Francisco"
42131,Laberinto,Matanzas,"Africa., port unspecified",Matanzas,1816,,"Clavel, Jaime"
42132,Santi Spiritus,,"Senegambia and offshore Atlantic, port unspecified","Puerto Rico, port unspecified",1554,,"FernÃ¡ndez, Jacome"
42133,San Nicolas,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",1554,,"Martin, Anton"
42134,NS del Valverde (a) Santa MarÃ­a del Verde,,Cape Verde Islands,Veracruz,1554,,"Hernandez Maranon, Antonio"
42135,San Juan,,Cape Verde Islands,"Spanish Circum-Caribbean,unspecified",1554,,"Urquiza, Ortuno de"
42136,NS de la Piedad,Seville,,"Puerto Rico, port unspecified",1554,,"Palacios, Juan de"
42137,NS de Guadalupe,,Cape Verde Islands,Veracruz,1554,,"Alonso, Rodrigo"
42138,Juana,,"Africa., port unspecified",Matanzas,1811,,Fita
42139,Josefa (a) La Mejor,"Cuba, port unspecified","Africa., port unspecified",Trinidad de Cuba,1814,200,"Gil, Antonio"
42140,Josefa (a) La Mejor,Trinidad de Cuba,"Africa., port unspecified",Trinidad de Cuba,1813,,"Gil, Antonio"
42141,Josefa (a) La Mejor,Havana,"Africa., port unspecified",Trinidad de Cuba,1817,,"Claver, Jaime"
42142,Josefa (a) La Mejor,Havana,"Africa., port unspecified",Trinidad de Cuba,1816,,"Arteche, Jose"
42143,Isabel,Havana,"Africa., port unspecified",,1814,,"Marquez, Carlos"
42144, ,Havana,,,1810,,"Echavarria, Antonio"
42145,Hope,Matanzas,"Africa., port unspecified",,1812,,"Hanthuvall, Francis"
42146,Gran Laberinto,Matanzas,"Africa., port unspecified",Matanzas,1818,,"Dieron, Felipe"
42147,Gata,,"Africa., port unspecified",Matanzas,1818,,
42148,Francisca,Havana,"Africa., port unspecified",,1815,,"Fernandez, Manuel"
42149,Resurreccion,Havana,Rio Pongo,Havana,1814,,"Valdes, Antonio"
42150,Florida,Matanzas,"Africa., port unspecified",,1809,,"Hardy, Carlos"
42151,Fenix,Havana,,,1813,,"Opiso, Jose"
42152,Fenix,Havana,"Africa., port unspecified",Havana,1812,,"Palma, Juan de"
42153,Feliz Restauracion,Havana,,,1816,,"Garay, Genaro"
42154,Fabiana,Havana,"Africa., port unspecified",Havana,1817,205,"Ruiz, Manuel<br/> Bignol"
42155,Estrella,Havana,,Havana,1817,,"Botet, Juan"
42156,Esperanza,Trinidad de Cuba,"Africa., port unspecified",Trinidad de Cuba,1816,,"Bastida, Pio"
42157,Enrique,Trinidad de Cuba,"Africa., port unspecified",Trinidad de Cuba,1817,,"Mauricio, Jose"
42158,Dolores,Havana,"Africa., port unspecified",,1815,,"Buguet, Jose"
42159,Sagunto,Havana,,,1812,,"Savater, Joaquin"
42160,Calabar Viejo,,"Africa., port unspecified",Santiago de Cuba,1817,,"Morales, Juan"
42161,Experiment,,French Africa (Goree or Senegal),Santiago de Cuba,1805,,"Ysustoh, Santiago"
42162,Heroque,,"Africa., port unspecified",Santiago de Cuba,1804,,"Domino, Altahell"
42163,Eliza,,"Africa., port unspecified",Santiago de Cuba,1803,,"Dixcoll, Cornelio"
42164,Regi,,"Africa., port unspecified",Santiago de Cuba,1803,,"Boid, William"
42165,Langlike,,French Africa (Goree or Senegal),Santiago de Cuba,1802,,"Ebein, Andrew"
42166,King Kish,,"Africa., port unspecified",Santiago de Cuba,1802,,"Birby, Nathan"
42167,Dolphin,,"Africa., port unspecified",Santiago de Cuba,1796,,"Graduer, Edward"
42168,Habanera,,"Africa., port unspecified",Santiago de Cuba,1818,,"Carbo, Mariano"
42169,Favorita,,"Africa., port unspecified",Santiago de Cuba,1818,,"Fortunato, Antonio"
42170,Medicis,,"Africa., port unspecified",Santiago de Cuba,1818,,"Barreno, Ramon"
42171,Gertrudis,,"Africa., port unspecified",Santiago de Cuba,1818,,"Rodriguez, Juan"
42172,San Jose,,"Africa., port unspecified",Santiago de Cuba,1818,,"Salas, Gabriel"
42173,Santo Tomas,Havana,"Africa., port unspecified",,1810,,"Robles, Juan Martin"
42174,Piedad,Bilbao,"Africa., port unspecified",Santiago de Cuba,1818,322,"Ayarza, Vicente"
42175,Jose Joaquin,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1818,,"Giro, Filomeno"
42176,Dolores,Havana,"Africa., port unspecified",,1813,,"Caneisoltas, Jose"
42177,Enriquito,Havana,Bissau,,1816,,"Acosta, Antonio de"
42178,Union,Havana,"Africa., port unspecified",Freetown,1814,,"Garcia, Jose"
42179,Barcelonesa,Havana,"Africa., port unspecified",,1816,,"Marzan, Agustin"
42180,Barcelonesa,Havana,"Africa., port unspecified",,1816,,"Ferran, Santiago"
42181,Dolphin,Matanzas,"Africa., port unspecified",Matanzas,1812,,"Long, Robert"
42182,Aurora,Santiago de Cuba,"Africa., port unspecified",,1817,,"Fersellos, Francisco"
42183,Antonia,Matanzas,"Africa., port unspecified",Matanzas,1818,,"Gonzalez, Felipe"
42184,Ana,Havana,"Africa., port unspecified",Batabano  ,1812,,"Agricola, Juan Francisco"
42185,Ana,,"Africa., port unspecified",Matanzas,1811,,"Milford, Charles"
42186,Venganza,Havana,Gambia,,1814,,"Marquez, Mariano"
42187,NS de la Asuncion,,"Africa., port unspecified",Santiago de Cuba,1819,,"Giro, Filomeno"
42188,Eliza Le Spoire,,"Africa., port unspecified",Santiago de Cuba,1822,,"Empestre, Santiago"
42189,Conchita,,"Africa., port unspecified",Santiago de Cuba,1823,,"Sticke, William"
42190,Caridad,,"Africa., port unspecified",Santiago de Cuba,1822,,"Aravier, Manuel"
42191,Dos Hermanos,,"Africa., port unspecified",Santiago de Cuba,1821,,
42192,Nueva Virgen,,"Africa., port unspecified",Santiago de Cuba,1821,,"Sanfur, Carlos"
42193,Maria de la Luz,,"Africa., port unspecified",Santiago de Cuba,1821,,"Urbano, Antonio"
42194,Francisco Valentin,,"Africa., port unspecified",Santiago de Cuba,1821,,"Consorne, Valentin"
42195,Constitucion,,"Africa., port unspecified",Santiago de Cuba,1820,,"Sagarra, Jose"
42196,Esperanza,,"Africa., port unspecified",Santiago de Cuba,1820,,"Suarez, Rodrigo"
42197,Maria Isabel,,"Africa., port unspecified",Santiago de Cuba,1820,,
42198,Ana Josefa,,"Africa., port unspecified",Santiago de Cuba,1820,,"Morales, Juan"
42199,Dos Amigos,,"Africa., port unspecified",Santiago de Cuba,1820,,"Cepeda, Jose"
42200,Caridad,,"Africa., port unspecified",Santiago de Cuba,1820,,"Almirante, Blas"
42201,Golondrina,,"Africa., port unspecified",Santiago de Cuba,1820,,"Cepeda, Jose"
42202,Ana Maria,Havana,,,1816,,"Solary, Luis"
42203,Cometa,,"Africa., port unspecified",Santiago de Cuba,1817,,"Ebreu, Antonio"
42204,Catalina,Havana,"Africa., port unspecified",,1817,,"Ruiz, Bernardo"
42205,Aquiles,,"Africa., port unspecified",Santiago de Cuba,1820,,"Cardona, Francisco"
42206,NS de Regla,,"Africa., port unspecified",Santiago de Cuba,1819,,"Molan, Jose"
42207,Gavilan,,"Africa., port unspecified",Santiago de Cuba,1820,,"Cardona, Pedro Agustin"
42208,Jesus Maria,,"Africa., port unspecified",Santiago de Cuba,1820,,"Figueras, Juan"
42209,Maltilete,,"Africa., port unspecified",Santiago de Cuba,1820,,"Villas y Aprisa, Juan"
42210,Santiago,,"Africa., port unspecified",Santiago de Cuba,1820,,"Salas, Gabriel"
42211,Nueva Vigia,,"Africa., port unspecified",Santiago de Cuba,1820,,"Isaura, Jose"
42212,Solicito,,"Africa., port unspecified",Santiago de Cuba,1820,,"Villas, Juan"
42213,Esperanza,,"Africa., port unspecified",Santiago de Cuba,1820,,"Suarez, Rodrigo"
42214,Maria de la Luz,,"Africa., port unspecified",Santiago de Cuba,1820,,"Giro, Filomeno"
42215,Venus,,"Africa., port unspecified",Santiago de Cuba,1819,,"Peiro, Jose"
42216,Maria de Jesus,,"Africa., port unspecified",Santiago de Cuba,1819,,"Urbano, Antonio"
42217, ,,"Africa., port unspecified",Santiago de Cuba,1819,,"Rodres, Francisco"
42218,Maria de Jesus,,"Africa., port unspecified",Santiago de Cuba,1819,,"Munoz, Francisco"
42219,NS de la Caridad,,"Africa., port unspecified",Santiago de Cuba,1819,,"Morales, Juan"
42220,Gabriela,,"Africa., port unspecified",Santiago de Cuba,1819,,"Manigat, Gabriel"
42221,Caridad la Chica,,"Africa., port unspecified",Santiago de Cuba,1818,,"Revilla, Jose"
42222,Irene,,"Africa., port unspecified",Santiago de Cuba,1818,,"Bear, Pedro"
42223,Joaquina,,"Africa., port unspecified",Santiago de Cuba,1818,,"Llopis, Francisco"
42224,Brillante,,"Africa., port unspecified",Santiago de Cuba,1818,,"Gil, Felipe Vicente"
42225,Arriero,,"Africa., port unspecified",Santiago de Cuba,1818,,"Bolseni, Jose"
42226,Caridad,,"Africa., port unspecified",Santiago de Cuba,1818,,"Alcinas, Jose"
42227,Golondrina,,"Africa., port unspecified",Santiago de Cuba,1818,,"Cepeda, Jose"
42228,Catalina,,"Africa., port unspecified",Santiago de Cuba,1811,,"Llubis, Tomas"
42229,Campeador,Havana,"Africa., port unspecified",Havana,1814,,"Uquet, Sebastian<br/> Galan, Gabriel"
42230,Buena Fortuna,Havana,"Africa., port unspecified",,1816,,"Ravelo, Santiago"
42231,Calipso,Havana,"Africa., port unspecified",,1817,,"Bignol, Francisco"
42232,Gavilan,,"Africa., port unspecified",Santiago de Cuba,1819,,"Cepeda, Jose"
42233,Irene,,"Africa., port unspecified",Santiago de Cuba,1819,,"Gomez, Cayetano"
42234,Santiago,,"Africa., port unspecified",Santiago de Cuba,1819,,"Cabrera, Jose Maria"
42235,NS de los Dolores,,"Africa., port unspecified",Santiago de Cuba,1819,,"Rocha, Juan"
42236,Santisima Trinidad,,"Africa., port unspecified",Santiago de Cuba,1819,,"Lorenzo, Salvador"
42237,Felicie,,"Africa., port unspecified",Santiago de Cuba,1820,,"Castayquier, Pedro"
42238,Joaquina,,"Africa., port unspecified",Santiago de Cuba,1819,,"Zagarra, Jose"
42239,Gabriela,,"Africa., port unspecified",Santiago de Cuba,1818,,"Batel, Juan"
42240,Feliz,,"Africa., port unspecified",Santiago de Cuba,1822,,"Dupre, Juan Bautista"
42241,San Jose y Nuestra SeÃ±ora del Carmen (a) Bonita,Havana,Gambia,,1796,,"BriÃ±as, Jose"
42242,Manchester,,Goree,"British Caribbean, colony unspecified",1797,,"BriÃ±as, Jose"
42243,Neptuno,,"Senegambia and offshore Atlantic, port unspecified",Havana,1798,,"Larraunay, Jose"
42244,NS de la Guia,Buenos Aires,Mozambique,Cape of Good Hope,1797,,"Palacios, Nemesio"
42245,Flor de la Mar,Havana,"Africa., port unspecified","Cuba, port unspecified",1818,83,"Manzano, Ramon"
42246,Gran Turco,,"Africa., port unspecified",Havana,1820,,"Ceballos, Luis"
42247,Dos Hermanos,,"Southeast Africa and Indian Ocean islands, port unspecified",Havana,1820,,"Bote, Jose"
42248,Iris,,Gallinhas,Havana,1820,,"Sagredo, Juan"
42249,Non Plus Ultra,,Cap Lopez,"Cuba, port unspecified",1820,302,"Loureiro, Francisco"
42250,Gallega,,"Africa., port unspecified",Havana,1820,,"Mauri, Jose"
42251,Minerva,,"Africa., port unspecified",Havana,1820,,"Sanchez, Jose"
42252,Isabela,,"Africa., port unspecified",Havana,1820,,"Abril, Jaime"
42253,Atrevido,Havana,Cap Lopez,Havana,1820,,"Irullet, Juan"
42254,Brillante Africano,,"Africa., port unspecified","Puerto Rico, port unspecified",1820,,"Gonzalez Carvajal, Antonio"
42255,Campeador,,"Africa., port unspecified",Havana,1820,,"Mataro, Jose"
42256,Concepcion,,"Southeast Africa and Indian Ocean islands, port unspecified",Havana,1820,,"Ribera, Francisco de Paula"
42257,Ana Amalia,,Cap Lopez,Havana,1820,,"Sandrino, Juan"
42258,Amable Joaquina,,"Southeast Africa and Indian Ocean islands, port unspecified",Havana,1820,,"Larrazabal, Andres"
42259,Atalanta,,"Africa., port unspecified",Havana,1820,,"Peoli, Juan Jorge"
42260,Mulata,,"Africa., port unspecified",Havana,1820,,"Cortina, Pedro"
42261,Dos Hermanos,,"Africa., port unspecified",Havana,1820,,"Gonzalez, Fernando"
42262,Timoleon,,Loango,Havana,1820,,"Echavarria, Donato"
42263,Tres Hermanas,,"Southeast Africa and Indian Ocean islands, port unspecified",Havana,1820,,"Laguna, Jose"
42264,Union,,"Africa., port unspecified",Havana,1820,,"Igartua, Manuel"
42265,San Jose (aka) Aguila,,"Africa., port unspecified",Havana,1820,,"Cutto, Santiago<br/> Rodriguez, Gregorio"
42266,San Jose,,"Africa., port unspecified",Havana,1819,368,"Amoroso, Manuel"
42267,Primera,,Cap Lopez,Havana,1820,,"Busquet, Antonio"
42268,Recurso,,"Africa., port unspecified",Havana,1820,270,"Chinchurreta y Rueda, Francisco"
42269,Soldado EspaÃ±ol,,"Africa., port unspecified",Havana,1820,,"Rodriguez, Sebastian"
42270,Vizcayna,,"Africa., port unspecified",Havana,1820,,"Batalla, Juan"
42271,Vengador,,"Africa., port unspecified",Havana,1820,,"Menene, Juan Bautista"
42272,Teresita,,"Africa., port unspecified",Havana,1820,,"Calvera, Nicolas"
42273,Romano,,"Africa., port unspecified",Havana,1820,,Jose Antonio
42274,San Jose,,Cap Lopez,Havana,1820,410,"Calvera, Nicolas"
42275,Soberano,,Cap Lopez,Havana,1820,,"Echavarria, Antonio"
42276,Nueva Veloz Mariana,,"Africa., port unspecified",Havana,1820,,Juan Francisco
42277,Triunfante,,Zanzibar,Havana,1820,,"Costa, Juan"
42278,Nueva Amistad,,"Africa., port unspecified",Havana,1820,,"Moran, Miguel"
42279,Piedad,,Loango,Havana,1820,,"GuandiÃ±o, Geronimo"
42280,Pascual,,"Africa., port unspecified",Havana,1820,,"Echavarria, Jose Vicene"
42281,Primavera,,"Africa., port unspecified",Havana,1820,,"Tournell, Jose"
42282,Nuestra SeÃ±ora,,"Southeast Africa and Indian Ocean islands, port unspecified",Havana,1820,,"Campana, Juan"
42283,Portancia,,"Africa., port unspecified",Havana,1820,,"Abona, Ignacio"
42284,San Jose,,"Africa., port unspecified",Havana,1819,,"Estepa, Jose"
42285,San Francisco,,"Southeast Africa and Indian Ocean islands, port unspecified",Havana,1819,,"Fernandez, Nicolas"
42286,Dos Hermanos,,Zanzibar,Havana,1819,,"Botel, Jose"
42287,Feliz,Havana,"Africa., port unspecified",Havana,1818,,"Puyol , Juan"
42288,Caridad,Havana,"Africa., port unspecified",Nuevitas,1818,,"Garcia, Jose"
42289,Veloz,,"Africa., port unspecified",Santiago de Cuba,1818,,"Feliu, Ventura"
42290,Tres Hermanos,Havana,"Africa., port unspecified",Havana,1818,,"Laguna, Jose"
42291,Escipion,Havana,"Africa., port unspecified",Havana,1818,,"Pailon de Castro, Lorenzo"
42292,Santa Rita,Havana,"Africa., port unspecified",Baracoa,1818,,"Castellon, Jose"
42293,San Pedro,Havana,"Africa., port unspecified",Havana,1817,,"PequeÃ±o, Juan"
42294,Gran Laberinto,,"Africa., port unspecified",Matanzas,1817,,"Garcia, Juan"
42295,Fama,Havana,"Africa., port unspecified",Havana,1816,,"Martinez, Pedro"
42296,Catalina,,"Africa., port unspecified",Santiago de Cuba,1817,370,"Vilaverde, Gabriel"
42297,Maria,,"Africa., port unspecified",Havana,1817,,"Cuello, Francisco"
42298,Arriero,,"Africa., port unspecified",Santiago de Cuba,1817,304,"Hechavarria, Agustin"
42299,San Juan de la Coruna,Havana,"Africa., port unspecified",Havana,1817,,"Vidal, Jose"
42300,San Francisco,Havana,"Africa., port unspecified",Havana,1817,,"Vidal, Florencio Antonio"
42301,Isabel (aka) Bicho,Matanzas,"Africa., port unspecified",Matanzas,1818,190,"Burk, Baltazar"
42302,Caridad,,"Africa., port unspecified",Santiago de Cuba,1818,328,"Morales, Juan"
42303,Correo de Veracruz,Havana,"Africa., port unspecified",Havana,1817,163,"Olivella, Cayetano"
42304,Caridad,Santiago de Cuba,"Africa., port unspecified",Santiago de Cuba,1817,,"Alcina, Jose"
42305,Alexandro,Havana,"Africa., port unspecified",Havana,1817,,"Desandelis, Juan"
42306,Brillante,Havana,"Africa., port unspecified",Havana,1817,295,"Gil, Felipe"
42307,Aurora,Havana,"Africa., port unspecified",Havana,1816,,Peoli y Tanco
42308,Aventurero,Havana,"Africa., port unspecified",Havana,1816,43,"Pasaman, Juan"
42309,Fortuna,Havana,"Africa., port unspecified",Havana,1816,,"Copeli, Esteban"
