Voyage_ID,Vessel_name,Voyage_itinerary_place,Voyage_itinerary_purchase,Voyage_itinerary_disembarkation,Year_of_arrival,Slaves_arrived_at_1st_port,Captains_name
90620,Phoebe,Liverpool,"Africa., port unspecified",Charleston,1757,,"Giball, John<br/> Bennet, James"
90621,Phoebe,Liverpool,Gambia,Charleston,1758,161,"Bennett, James"
90622,Phoebe,Liverpool,Gambia,"Martinique, port unspecified",1760,,"Giball, John<br/> Bennet, James"
90623,Tom,Liverpool,Calabar,"Barbados, port unspecified",1756,43,"Anderton, Joseph<br/> Hughes, Thomas"
90624,Sea Nymph,Liverpool,Calabar,"St. Kitts, port unspecified",1757,256,"Parkinson, William"
90625,Schemer,Liverpool,"Windward Coast, port unspecified","Martinique, port unspecified",1756,,"Craik, William<br/> Nicols, Timothy"
90626,Salisbury,Liverpool,Danish Gold Coast,Saint John (Antigua),1757,120,"Kay, John<br/> Pritchard, John"
90627,Salisbury,Liverpool,,,1758,,"Kay, John"
90628,Shaw,Liverpool,Bonny,Kingston,1757,231,"Martin, William"
90629,Nancy,Liverpool,Bonny,"Barbados, port unspecified",1756,370,"Hunniford, John<br/> Waddington, Samuel"
90630,Nancy,Liverpool,Bonny,"Barbados, port unspecified",1758,312,"Hunniford, John<br/> Waddington, James"
90631,Nancy,Liverpool,Bonny,Basse-Terre,1759,,"Waddington, James"
90632,Nancy,Liverpool,Bonny,"St. Kitts, port unspecified",1761,,"Kendal, John<br/> Waddington, James"
90633,Nancy,Liverpool,Bonny,"St. Kitts, port unspecified",1762,,"Waddington, James"
90634,Nancy,Liverpool,Bonny,"St. Kitts, port unspecified",1764,290,"Waddington, James"
90635,Nancy,Liverpool,Bonny,"St. Kitts, port unspecified",1765,,"Waddington, James"
90636,Fortune,Liverpool,Bonny,"Barbados, port unspecified",1757,326,"Williams, Hugh"
90637,Betty,Liverpool,"Windward Coast, port unspecified",Saint John (Antigua),1757,160,"Foy, Andrew"
90638,Betty,Liverpool,,,1757,,"Foy, Andrew"
90639,Judith,Liverpool,"West Central Africa and St. Helena, port unspecified",Kingston,1757,350,"Murdock, Samuel<br/> Heyes, William"
90640,Judith,Liverpool,"West Central Africa and St. Helena, port unspecified","Grenada, port unspecified",1758,381,"Gill, William<br/> Heyes, William"
90641,Charming Nancy,Liverpool,Gambia,"Tortola, port unspecified",1757,,"Sachaverell, Samuel"
90642,Ranger,Liverpool,"Gold Coast, port unspecified",,1757,,"Parkin, Edmund"
90643,Lintot,Liverpool,Calabar,Charleston,1757,,"Lace, Ambrose"
90644,Nancy,Liverpool,"Windward Coast, port unspecified",,1756,,"Gill, William"
90645,Enterprize,Liverpool,Benin,"Americas, port unspecified",1756,,"Webster, William"
90646,Enterprize,,"Africa., port unspecified",Charleston,1755,33,"Arnold, James"
90647,Lydia,Liverpool,Anomabu,"Jamaica, port unspecified",1757,,"Johnson, Samuel"
90648,Charming Esther,Liverpool,"Gold Coast, port unspecified",Charleston,1760,204,"Hamilton, John"
90649,Thomas,Liverpool,Gambia,"Americas, port unspecified",1757,,"Carter, Joseph"
90650,Bulkeley,Liverpool,Sherbro,"Jamaica, port unspecified",1756,,"Bassnett<br/> Lonbery, Charles"
90651,Elizabeth and Mary,Liverpool,"Windward Coast, port unspecified",,1756,,"Carruthers, James"
90652,Racoon,Liverpool,Cameroons,,1756,,"Hughes, Thomas"
90653,Perfect,Liverpool,"Windward Coast, port unspecified","Barbados, port unspecified",1757,127,"Gawith, Samuel<br/> Astler, William<br/> Longford, Thomas"
90654,Alice,Liverpool,Gambia,,1756,,"Hayes, Daniel"
90655,Phoenix,Liverpool,Bonny,,1757,,"Nobler, William"
90656,Ann,Liverpool,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1756,306,"Dobb, John"
90657,Ann,Liverpool,Sierra Leone estuary,"Jamaica, port unspecified",1759,,"Dobb, John"
90658,Ann,Liverpool,Calabar,"Jamaica, port unspecified",1761,,"Clay<br/> Dickinson, James"
90659,Willy,Liverpool,Gambia,,1757,,"Clark, William"
90660,Thomas,Liverpool,Gambia,"Montserrat, port unspecified",1757,180,"Whiteside, John"
90661,Molly,Liverpool,Bonny,"Jamaica, port unspecified",1758,,"Simmons, John"
90662,Nestor,Liverpool,"Africa., port unspecified","Barbados, port unspecified",1759,288,"Jones, John<br/> Maddock, John"
90663,Quester,Liverpool,,,1757,,"Potter, William"
90664,Liberty,Liverpool,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1758,513,"Forde, William"
90665,Liberty,Liverpool,"West Central Africa and St. Helena, port unspecified","Jamaica, port unspecified",1758,550,"Forde, William"
90666,Swallow,Liverpool,"Windward Coast, port unspecified","Jamaica, port unspecified",1757,,"Jones, John"
90667,Middleton,Liverpool,"Windward Coast, port unspecified",Charleston,1758,186,"Walker, John"
90668,Middleton,Liverpool,Anomabu,Charleston,1760,155,"Walker, John"
90669,Mary,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified","St. Kitts, port unspecified",1760,288,"Johnson, John<br/> Kelly, John"
90670,Mary,Liverpool,Bonny,Rappahannock,1760,128,"Kelly, John<br/> Cottyman, Thomas<br/> Kerr, Daniel"
90671,Cavendish,Liverpool,"Windward Coast, port unspecified",Basse-Terre,1757,,"Hamilton, John"
90672,Blackburne,Liverpool,Bonny,"Jamaica, port unspecified",1758,380,"Perkin, John"
90673,Blackburne,Liverpool,Bonny,"Jamaica, port unspecified",1759,,"Chambers, Jacob<br/> Perkin, John"
90674,Blackburne,Liverpool,Bonny,Basse-Terre,1761,170,"Perkin, John"
90675,Vianna,Liverpool,"Windward Coast, port unspecified","Jamaica, port unspecified",1757,,"Hutton, William"
